hostname,num_stars,num_planets,orbital_period_mean,inner_orbit,outer_orbit,planet_radius_mean,planet_radius_std,planet_mass_mean,planet_mass_std,eccentricity_mean,stellar_temp,stellar_radius,stellar_mass,stellar_metallicity,log_orbital_period_mean,orbital_span,system_compactness,mass_to_radius_ratio,planet_per_star_ratio
Kepler-75,1,1,8.8849116,0.0818,0.0818,11.77,0.0,3209.9,0.0,0.57,5200.0,0.89,0.91,0.3,0.9486531111707872,0.0,0.0,272.71877655055226,1.0
Kepler-750,1,2,6.758931005000001,0.05009,0.08742,2.3449999999999998,1.0253048327204937,6.45,4.5113412639701735,0.0,6160.0,1.23,1.15,0.03,0.8298780131988247,0.037329999999999995,53.576212161800164,2.750533049040512,2.0
Kepler-751,1,1,17.44490636,0.1263,0.1263,2.46,0.0,6.62,0.0,0.0,5387.0,0.84,0.87,-0.06,1.2416686426035948,0.0,0.0,2.6910569105691056,1.0
Kepler-752,1,1,18.82747265,0.1353,0.1353,2.81,0.0,8.3,0.0,0.0,5373.0,0.83,0.87,-0.08,1.2747920253896894,0.0,0.0,2.9537366548042705,1.0
Kepler-753,1,1,5.747725012,0.054,0.054,1.91,0.0,4.31,0.0,0.0,4346.0,0.65,0.68,-0.03,0.759495982039122,0.0,0.0,2.256544502617801,1.0
Kepler-754,1,1,14.5596237,0.116,0.116,2.01,0.0,4.7,0.0,0.0,5935.0,1.08,1.06,0.05,1.1631501505865363,0.0,0.0,2.338308457711443,1.0
Kepler-755,2,2,2.061112009,0.02156,0.037,1.51,0.3535533905932738,2.94,1.145512985522207,0.0,5043.0,0.77,0.82,-0.01,0.3141015937048904,0.015439999999999999,129.5336787564767,1.9470198675496688,1.0
Kepler-756,1,1,1.224866322,0.0219,0.0219,1.12,0.0,1.46,0.0,0.0,5282.0,0.79,0.82,-0.19,0.08808869377349902,0.0,0.0,1.3035714285714284,1.0
Kepler-757,1,1,1.022678821,0.019,0.019,1.36,0.0,2.42,0.0,0.0,6014.0,1.13,1.08,0.02,0.009739262091045994,0.0,0.0,1.7794117647058822,1.0
Kepler-758,1,4,11.389435465,0.05768,0.1527,1.955,0.42961222825551265,4.5775,1.6971814870543458,0.0,6228.0,1.42,1.16,-0.1,1.0565021981342833,0.09502,42.09640075773522,2.3414322250639383,4.0
Kepler-759,1,1,41.805985,0.2329,0.2329,2.27,0.0,5.77,0.0,0.0,5860.0,1.04,1.04,0.06,1.6212384603972625,0.0,0.0,2.541850220264317,1.0
Kepler-76,1,1,1.5449298,0.0274,0.0274,15.24424,0.0,638.8383,0.0,0.0,6409.0,1.32,1.2,-0.1,0.18890875032054366,0.0,0.0,41.906864494392636,1.0
Kepler-760,1,2,5.585584275,0.03489,0.08087,2.27,1.1172287142747452,6.1899999999999995,4.808326112068523,0.0,5322.0,0.85,0.89,0.08,0.7470686088099882,0.04598,43.49717268377555,2.726872246696035,2.0
Kepler-761,1,1,10.12804789,0.0874,0.0874,2.03,0.0,4.78,0.0,0.0,5706.0,0.93,0.95,-0.09,1.0055257462192482,0.0,0.0,2.3546798029556655,1.0
Kepler-763,1,3,3.9321660499999997,0.0205,0.0634,1.4366666666666665,0.22546248764114477,2.67,0.727530068107154,0.0,5166.0,0.8,0.84,0.01,0.5946318492099576,0.042899999999999994,69.93006993006993,1.8584686774941996,3.0
Kepler-764,1,1,7.33683936,0.0724,0.0724,1.64,0.0,3.33,0.0,0.0,5557.0,0.89,0.92,-0.06,0.8655090103069779,0.0,0.0,2.030487804878049,1.0
Kepler-765,1,1,27.6655226,0.1754,0.1754,2.43,0.0,6.48,0.0,0.0,5901.0,1.06,1.05,0.04,1.4419388784233893,0.0,0.0,2.6666666666666665,1.0
Kepler-766,1,1,6.10027804,0.066,0.066,3.39,0.0,11.4,0.0,0.0,5992.0,1.15,1.1,0.09,0.7853496298445197,0.0,0.0,3.3628318584070795,1.0
Kepler-767,1,1,161.5280101,0.5874,0.5874,6.64,0.0,35.7,0.0,0.0,5694.0,0.94,0.96,-0.05,2.2082478429339325,0.0,0.0,5.376506024096386,1.0
Kepler-768,1,1,11.3910025,0.092,0.092,1.79,0.0,3.86,0.0,0.0,5108.0,0.78,0.82,-0.03,1.056561947174716,0.0,0.0,2.1564245810055866,1.0
Kepler-769,1,2,11.70655369,0.0778,0.1297,2.355,0.7990306627407986,6.3549999999999995,3.528462838120872,0.0,6186.0,1.28,1.19,0.06,1.0684290612803757,0.051900000000000016,38.535645472061645,2.698513800424628,2.0
Kepler-77,1,1,3.57878087,0.04501,0.04501,10.761,0.0,136.661,0.0,0.0,5520.0,0.99,0.95,0.2,0.5537351072015961,0.0,0.0,12.69965616578385,1.0
Kepler-770,1,3,8.184390758,0.0309,0.1694,1.633333333333333,0.5859465277082315,3.436666666666667,2.1594520910020982,0.0,5598.0,0.92,0.94,-0.01,0.912986356284736,0.13849999999999998,21.660649819494587,2.104081632653062,3.0
Kepler-771,1,1,8.73485836,0.0843,0.0843,1.82,0.0,3.97,0.0,0.0,5906.0,1.05,1.03,0.01,0.941255867078635,0.0,0.0,2.1813186813186816,1.0
Kepler-772,1,1,12.99207337,0.11153,0.11153,1.82,0.0,3.97,0.0,0.0,5714.0,1.11,0.98,0.03,1.1136784644907087,0.0,0.0,2.1813186813186816,1.0
Kepler-773,1,1,3.749100061,0.04682,0.04682,1.43,0.0,2.63,0.0,0.0,5850.0,1.01,1.04,0.05,0.5739270316085988,0.0,0.0,1.8391608391608392,1.0
Kepler-774,1,1,11.0895723,0.1082,0.1082,3.17,0.0,10.2,0.0,0.0,6403.0,2.42,1.57,0.04,1.0449147967053547,0.0,0.0,3.217665615141956,1.0
Kepler-775,1,1,0.974868926,0.01834,0.01834,1.19,0.0,1.81,0.0,0.0,5468.0,0.84,0.92,-0.04,-0.011053772549255327,0.0,0.0,1.5210084033613447,1.0
Kepler-776,1,1,4.89718784,0.0523,0.0523,1.28,0.0,2.18,0.0,0.0,5071.0,0.78,0.83,0.05,0.6899467624439749,0.0,0.0,1.703125,1.0
Kepler-777,1,1,5.72812599,0.0519,0.0519,1.47,0.0,2.76,0.0,0.0,4043.0,0.56,0.58,-0.17,0.7580125617020379,0.0,0.0,1.8775510204081631,1.0
Kepler-778,1,1,3.75574426,0.0453,0.0453,1.68,0.0,3.46,0.0,0.0,5102.0,0.77,0.81,-0.09,0.5746960121744401,0.0,0.0,2.0595238095238098,1.0
Kepler-779,2,1,7.09714223,0.0533,0.0533,0.92,0.0,0.721,0.0,0.0,3804.0,0.44,0.46,-0.43,0.8510835087775991,0.0,0.0,0.783695652173913,0.5
Kepler-78,2,1,0.35500745,0.00901,0.00901,1.201,0.0,1.68,0.0,0.0,5058.0,0.7475,0.779,-0.18,-0.4497625329732418,0.0,0.0,1.3988343047460448,0.5
Kepler-780,1,1,0.677375164,0.015,0.015,0.89,0.0,0.64,0.0,0.0,5769.0,1.02,1.01,0.05,-0.16917073083205478,0.0,0.0,0.7191011235955056,1.0
Kepler-781,1,1,13.2140732,0.1019,0.1019,2.89,0.0,8.7,0.0,0.0,5162.0,0.78,0.81,-0.1,1.1210367082743289,0.0,0.0,3.0103806228373697,1.0
Kepler-782,1,1,158.6853308,0.54494,0.54494,3.21,0.0,10.4,0.0,0.0,5867.0,1.01,0.98,-0.14,2.2005367815307295,0.0,0.0,3.2398753894081,1.0
Kepler-783,1,2,5.673298190000001,0.04958,0.06903,1.5557686249999998,1.0971025107385275,3.2195,3.9887893526733147,0.0,5521.0,0.89,0.93,0.01,0.7538356107933577,0.019449999999999995,102.82776349614399,2.0693951197273956,2.0
Kepler-784,1,2,24.374750300000002,0.1309,0.22111,1.565,0.021213203435596368,3.0700000000000003,0.07071067811865497,0.0,5674.0,1.32,1.0,0.07,1.3869401753905708,0.09021000000000001,22.17049107637734,1.9616613418530353,2.0
Kepler-786,1,1,53.5293487,0.25483,0.25483,2.43,0.0,6.48,0.0,0.0,4838.0,0.74,0.81,0.09,1.728591959286349,0.0,0.0,2.6666666666666665,1.0
Kepler-787,1,1,0.928310498,0.0159,0.0159,1.28,0.0,2.18,0.0,0.0,4248.0,0.62,0.65,-0.09,-0.03230673820585852,0.0,0.0,1.703125,1.0
Kepler-788,1,1,8.39846269,0.0835,0.0835,2.55,0.0,7.04,0.0,0.0,6159.0,1.23,1.16,0.05,0.9241997972105315,0.0,0.0,2.7607843137254906,1.0
Kepler-789,1,1,8.63847725,0.0951,0.0951,2.12,0.0,5.14,0.0,0.0,5870.0,1.02,1.01,-0.06,0.9364371938439109,0.0,0.0,2.424528301886792,1.0
Kepler-79,1,4,43.510875,0.117,0.386,4.46,1.80357053276734,6.725,2.9170475941723457,0.0205,6174.0,1.302,1.165,-0.0731,1.638597817005672,0.269,14.869888475836431,1.507847533632287,4.0
Kepler-790,1,1,13.73469807,0.101,0.101,2.18,0.0,5.39,0.0,0.0,5208.0,0.8,0.84,-0.05,1.1378191167617362,0.0,0.0,2.472477064220183,1.0
Kepler-791,1,1,14.5539759,0.1256,0.1256,3.05,0.0,9.53,0.0,0.0,6383.0,1.47,1.3,0.06,1.162981651435668,0.0,0.0,3.124590163934426,1.0
Kepler-792,1,1,11.30119217,0.0988,0.0988,1.96,0.0,4.5,0.0,0.0,5971.0,1.12,1.09,0.08,1.0531242599031092,0.0,0.0,2.295918367346939,1.0
Kepler-793,1,1,4.24153639,0.0491,0.0491,1.37,0.0,2.45,0.0,0.0,5745.0,0.97,0.98,0.0,0.6275231973564028,0.0,0.0,1.7883211678832116,1.0
Kepler-794,1,1,11.13125132,0.10036,0.10036,2.11,0.0,5.1,0.0,0.0,5839.0,1.38,1.19,0.34,1.0465439883081549,0.0,0.0,2.4170616113744074,1.0
Kepler-795,2,1,29.6193421,0.1803,0.1803,1.68,0.0,3.46,0.0,0.0,5631.0,0.96,0.94,-0.02,1.471575407814061,0.0,0.0,2.0595238095238098,0.5
Kepler-796,1,1,6.40087618,0.07317,0.07317,1.3,0.0,2.24,0.0,0.0,5475.0,1.09,0.93,0.09,0.8062394261861267,0.0,0.0,1.7230769230769232,1.0
Kepler-797,1,1,27.07237711,0.181,0.181,2.17,0.0,5.35,0.0,0.0,5680.0,0.95,0.96,-0.02,1.4325263909914423,0.0,0.0,2.4654377880184333,1.0
Kepler-798,1,1,13.71933369,0.1174,0.1174,2.39,0.0,6.3,0.0,0.0,6224.0,1.29,1.19,0.03,1.137333019404028,0.0,0.0,2.6359832635983262,1.0
Kepler-799,1,2,74.32736152999999,0.1214,0.5167,4.830342755,2.8986530740952734,23.025,21.036426740299788,0.0,5681.0,0.93,0.95,-0.07,1.8711487165067096,0.39530000000000004,5.0594485201113075,4.766742479333643,2.0
Kepler-8,1,1,3.5224991,0.0474,0.0474,15.871944,0.0,187.5197,0.0,0.0,6213.0,1.486,1.213,-0.055,0.5468508908189856,0.0,0.0,11.814538912183663,1.0
Kepler-80,1,6,6.654247883333333,0.0175,0.0792,1.8133333333333335,0.7140494847464474,747.3908333333333,1818.6692608894468,0.05611666666666667,4540.0,0.678,0.73,0.04,0.8230989751259256,0.061700000000000005,97.2447325769854,412.16406249999994,6.0
Kepler-800,1,1,14.13176026,0.1106,0.1106,2.85,0.0,8.5,0.0,0.0,5315.0,0.82,0.85,-0.09,1.1501962611826886,0.0,0.0,2.982456140350877,1.0
Kepler-801,1,1,11.41928253,0.0795,0.0795,2.0,0.0,4.66,0.0,0.0,4435.0,0.63,0.67,-0.17,1.0576388181786225,0.0,0.0,2.33,1.0
Kepler-802,1,1,40.0587473,0.2265,0.2265,3.54,0.0,12.3,0.0,0.0,5507.0,0.9,0.93,0.06,1.6026973640987483,0.0,0.0,3.4745762711864407,1.0
Kepler-803,1,1,50.28638192,0.26721,0.26721,3.79,0.0,13.8,0.0,0.0,5919.0,1.12,1.05,0.02,1.7014503894744708,0.0,0.0,3.641160949868074,1.0
Kepler-804,1,2,12.01321184,0.08654,0.11287,1.54,0.5656854249492381,2.985,2.029396462005391,0.0,5817.0,1.05,1.01,0.0,1.0796591354549216,0.026329999999999992,75.95898214963921,1.9383116883116882,2.0
Kepler-805,1,1,30.8638931,0.19852,0.19852,2.89,0.0,8.7,0.0,0.0,6112.0,1.65,1.19,-0.06,1.4894507060825815,0.0,0.0,3.0103806228373697,1.0
Kepler-806,1,1,8.09219642,0.07684,0.07684,1.14,0.0,1.55,0.0,0.0,5770.0,1.16,0.99,0.0,0.9080664157555693,0.0,0.0,1.3596491228070178,1.0
Kepler-808,1,1,0.631332353,0.01314,0.01314,1.46,0.0,2.73,0.0,0.0,4653.0,0.71,0.76,0.05,-0.19974195442466913,0.0,0.0,1.86986301369863,1.0
Kepler-809,1,1,55.63934,0.2901,0.2901,3.01,0.0,9.32,0.0,0.0,5734.0,0.98,0.99,0.04,1.7453819697014235,0.0,0.0,3.0963455149501664,1.0
Kepler-81,1,3,12.944282,0.0522,0.128,2.0,0.6846166810705097,7.806666666666666,8.221443506667995,0.0,4385.0,0.59,0.64,-0.18,1.1120779657723556,0.0758,39.577836411609496,3.903333333333333,3.0
Kepler-810,1,1,4.59725385,0.055,0.055,1.93,0.0,4.38,0.0,0.0,5803.0,1.04,1.03,0.1,0.6624984851752426,0.0,0.0,2.2694300518134716,1.0
Kepler-811,1,1,23.58447697,0.15911,0.15911,2.7,0.0,7.75,0.0,0.0,5747.0,1.24,1.01,0.05,1.3726262493940344,0.0,0.0,2.8703703703703702,1.0
Kepler-812,1,1,10.11716531,0.1024,0.1024,3.55,0.0,12.3,0.0,0.0,6761.0,1.71,1.45,0.02,1.0050588462314443,0.0,0.0,3.4647887323943665,1.0
Kepler-813,1,1,19.12947337,0.1439,0.1439,2.14,0.0,5.22,0.0,0.0,5743.0,0.93,0.95,-0.13,1.2817030141647148,0.0,0.0,2.439252336448598,1.0
Kepler-814,1,1,6.1469851,0.0695,0.0695,2.12,0.0,5.14,0.0,0.0,6162.0,1.22,1.15,0.01,0.7886621604129311,0.0,0.0,2.424528301886792,1.0
Kepler-815,1,1,8.57503552,0.09473,0.09473,4.11,0.0,15.8,0.0,0.0,5028.0,3.42,1.25,-0.03,0.9332359276778457,0.0,0.0,3.844282238442822,1.0
Kepler-816,1,1,10.506825646,0.0895,0.0895,10.24,0.0,74.5,0.0,0.0,5286.0,0.85,0.9,0.16,1.0214715254802964,0.0,0.0,7.275390625,1.0
Kepler-817,1,1,3.990106229,0.0493,0.0493,9.03,0.0,60.2,0.0,0.0,5861.0,1.03,1.03,0.02,0.6009844581063944,0.0,0.0,6.666666666666668,1.0
Kepler-818,1,1,10.035385814,0.0886,0.0886,5.11,0.0,22.9,0.0,0.0,5638.0,0.92,0.94,-0.08,1.001534073751288,0.0,0.0,4.481409001956947,1.0
Kepler-819,1,1,33.1995648,0.1894,0.1894,2.76,0.0,8.05,0.0,0.0,5279.0,0.81,0.86,-0.06,1.521132390746286,0.0,0.0,2.916666666666667,1.0
Kepler-82,1,5,32.3994334,0.034,0.3395,3.6980000000000004,1.5300228756459817,237.21359999999999,376.61346642784827,0.00234,5401.0,0.898,0.91,0.2107,1.5105374153484308,0.3055,16.366612111292962,64.1464575446187,5.0
Kepler-820,1,1,127.8338098,0.56004,0.56004,6.09,0.0,30.8,0.0,0.0,6260.0,1.36,1.23,0.09,2.1066457322860037,0.0,0.0,5.057471264367816,1.0
Kepler-821,1,1,1.92279873,0.029,0.029,1.31,0.0,2.27,0.0,0.0,5191.0,0.8,0.84,-0.03,0.2839338266071324,0.0,0.0,1.732824427480916,1.0
Kepler-822,1,1,3.222969273,0.04078,0.04078,1.77,0.0,3.78,0.0,0.0,5928.0,1.08,1.06,0.04,0.5082561650748051,0.0,0.0,2.135593220338983,1.0
Kepler-823,1,1,4.16809082,0.0507,0.0507,1.57,0.0,3.09,0.0,0.0,5643.0,0.96,0.98,0.06,0.6199371733901073,0.0,0.0,1.968152866242038,1.0
Kepler-824,1,1,4.51436633,0.055,0.055,1.87,0.0,4.16,0.0,0.0,6035.0,1.22,1.15,0.14,0.6545967981272744,0.0,0.0,2.2245989304812834,1.0
Kepler-825,1,2,5.977712595,0.0453,0.0759,1.685,0.21920310216782976,3.5,0.7636753236814714,0.0,5976.0,1.08,1.03,-0.08,0.776535030575105,0.030599999999999995,65.35947712418302,2.0771513353115725,2.0
Kepler-826,1,1,4.48758907,0.05202,0.05202,1.25,0.0,2.1,0.0,0.0,6079.0,1.15,1.05,-0.12,0.6520130815809412,0.0,0.0,1.6800000000000002,1.0
Kepler-827,1,1,51.92927591,0.2742,0.2742,5.63,0.0,27.0,0.0,0.0,5602.0,0.91,0.93,-0.06,1.7154122669339005,0.0,0.0,4.7957371225577266,1.0
Kepler-828,1,1,0.567857136,0.01228,0.01228,1.51,0.0,2.89,0.0,0.0,5039.0,0.77,0.81,-0.02,-0.24576091226607852,0.0,0.0,1.913907284768212,1.0
Kepler-829,1,1,6.88337562,0.0678,0.0678,2.11,0.0,5.1,0.0,0.0,5698.0,0.97,0.98,0.03,0.8378014692838345,0.0,0.0,2.4170616113744074,1.0
Kepler-83,2,3,11.676598666666665,0.051,0.11796,2.3766666666666665,0.4452340208624373,3.0233333333333334,1.037513052126735,0.0,4082.0,0.61,0.66,-0.2,1.0673163534420984,0.06695999999999999,44.80286738351255,1.2720897615708275,1.5
Kepler-830,1,1,11.29695137,0.1033,0.1033,1.7,0.0,3.53,0.0,0.0,6037.0,1.11,1.07,-0.02,1.0529612592515543,0.0,0.0,2.076470588235294,1.0
Kepler-831,1,1,5.62153941,0.05984,0.05984,1.27,0.0,2.15,0.0,0.0,5732.0,0.97,0.99,0.02,0.7498552596474799,0.0,0.0,1.6929133858267715,1.0
Kepler-832,1,1,7.1396941,0.075,0.075,2.06,0.0,4.9,0.0,0.0,5596.0,0.9,0.92,-0.08,0.8536796048394846,0.0,0.0,2.3786407766990294,1.0
Kepler-833,1,1,18.7546998,0.1139,0.1139,2.02,0.0,4.74,0.0,0.0,4339.0,0.62,0.64,-0.18,1.2731101169406527,0.0,0.0,2.3465346534653464,1.0
Kepler-834,1,1,13.32388301,0.0862,0.0862,2.02,0.0,4.74,0.0,0.0,4554.0,0.66,0.7,-0.13,1.1246308107247458,0.0,0.0,2.3465346534653464,1.0
Kepler-835,1,1,11.41909375,0.107,0.107,2.79,0.0,8.2,0.0,0.0,5954.0,1.11,1.08,0.08,1.0576316384990088,0.0,0.0,2.9390681003584227,1.0
Kepler-836,1,1,11.36112327,0.1013,0.1013,2.73,0.0,7.9,0.0,0.0,5895.0,1.04,1.03,-0.01,1.0554212720304674,0.0,0.0,2.8937728937728937,1.0
Kepler-837,1,1,16.56059504,0.1144,0.1144,2.56,0.0,7.08,0.0,0.0,5403.0,0.81,0.85,-0.18,1.2190759373972764,0.0,0.0,2.765625,1.0
Kepler-838,1,1,15.74957994,0.1266,0.1266,2.73,0.0,7.9,0.0,0.0,5770.0,0.96,0.98,-0.06,1.1972689751305174,0.0,0.0,2.8937728937728937,1.0
Kepler-839,1,1,37.8144514,0.2316,0.2316,2.57,0.0,7.13,0.0,0.0,6058.0,1.31,1.22,0.29,1.577657804172005,0.0,0.0,2.77431906614786,1.0
Kepler-84,1,5,19.564019,0.052,0.25,2.154,0.4605214435832495,15.086000000000002,15.484966257631948,0.0,6039.0,1.43,1.0,-0.07,1.2914580759234804,0.198,25.252525252525253,7.003714020427114,5.0
Kepler-841,1,1,124.4198398,0.479,0.479,5.23,0.0,23.8,0.0,0.0,5324.0,0.81,0.85,-0.09,2.0948896378198576,0.0,0.0,4.550669216061185,1.0
Kepler-842,1,1,1.21956827,0.0204,0.0204,1.6,0.0,3.19,0.0,0.0,4848.0,0.73,0.78,-0.02,0.08620611662547548,0.0,0.0,1.99375,1.0
Kepler-843,1,1,2.053879821,0.0313,0.0313,2.59,0.0,7.22,0.0,0.0,5830.0,1.03,1.02,0.05,0.31257502806189147,0.0,0.0,2.787644787644788,1.0
Kepler-844,1,1,2.613020856,0.0298,0.0298,1.68,0.0,3.46,0.0,0.0,4128.0,0.57,0.59,-0.24,0.41714287609149225,0.0,0.0,2.0595238095238098,1.0
Kepler-845,1,1,0.927859821,0.01668,0.01668,2.04,0.0,4.82,0.0,0.0,4913.0,0.75,0.79,0.01,-0.032517631070660157,0.0,0.0,2.3627450980392157,1.0
Kepler-846,1,1,19.80792185,0.1399,0.1399,2.48,0.0,6.71,0.0,0.0,5579.0,0.91,0.94,0.0,1.2968389138817893,0.0,0.0,2.7056451612903225,1.0
Kepler-847,1,1,2.343231895,0.0315,0.0315,1.18,0.0,1.76,0.0,0.0,4940.0,0.77,0.83,0.15,0.3698152701314748,0.0,0.0,1.4915254237288136,1.0
Kepler-848,1,1,6.91134416,0.07586,0.07586,1.7,0.0,3.53,0.0,0.0,5695.0,1.2,1.01,0.15,0.8395625198055159,0.0,0.0,2.076470588235294,1.0
Kepler-849,1,1,394.62508,1.137,1.137,8.08167508,0.0,298.75870258,0.0,0.078,5950.0,1.822,1.259,0.145,2.596184682942225,0.0,0.0,36.96742316693088,1.0
Kepler-85,1,4,15.98499525,0.07885,0.163,1.5565,0.38118193381463755,3.3216975,3.6454336357546913,0.01175,5505.2,0.875,0.928,0.12,1.203712511555527,0.08415,47.534165181224004,2.1340812720848055,4.0
Kepler-850,1,1,7.19303878,0.0744,0.0744,1.78,0.0,3.82,0.0,0.0,5932.0,1.09,1.06,0.03,0.8569124017292039,0.0,0.0,2.1460674157303368,1.0
Kepler-851,1,1,8.50699658,0.0802,0.0802,1.68,0.0,3.46,0.0,0.0,5455.0,0.85,0.89,-0.07,0.9297762582089896,0.0,0.0,2.0595238095238098,1.0
Kepler-852,1,1,44.9309804,0.27967,0.27967,2.54,0.0,6.99,0.0,0.0,6100.0,1.16,1.19,0.22,1.6525458950600789,0.0,0.0,2.751968503937008,1.0
Kepler-853,1,1,7.16892463,0.079,0.079,1.69,0.0,3.5,0.0,0.0,6350.0,1.55,1.3,0.07,0.8554540144846318,0.0,0.0,2.0710059171597632,1.0
Kepler-855,1,1,7.886631104,0.0762,0.0762,8.35,0.0,52.7,0.0,0.0,5835.0,1.03,1.03,0.06,0.8968915272411354,0.0,0.0,6.311377245508982,1.0
Kepler-856,1,1,8.027680595,0.0787,0.0787,9.3,0.0,63.3,0.0,0.0,5535.0,0.93,0.96,0.12,0.9045900844695878,0.0,0.0,6.806451612903225,1.0
Kepler-857,1,1,85.35129427,0.3751,0.3751,6.8,0.0,37.2,0.0,0.0,5773.0,0.99,0.99,0.02,1.93121011115734,0.0,0.0,5.470588235294119,1.0
Kepler-858,1,1,76.13602028,0.33939,0.33939,4.87,0.0,21.1,0.0,0.0,5653.0,0.91,0.96,-0.04,1.881590171984433,0.0,0.0,4.33264887063655,1.0
Kepler-859,1,1,20.38177573,0.13157,0.13157,3.09,0.0,9.75,0.0,0.0,5020.0,0.77,0.81,-0.02,1.309242018539153,0.0,0.0,3.1553398058252426,1.0
Kepler-860,1,1,5.101379454,0.058,0.058,3.24,0.0,10.6,0.0,0.0,5836.0,1.06,1.04,0.09,0.7076876286966937,0.0,0.0,3.271604938271605,1.0
Kepler-861,1,1,3.949631375,0.0463,0.0463,2.28,0.0,5.82,0.0,0.0,5047.0,0.78,0.82,0.01,0.5965565641646975,0.0,0.0,2.5526315789473686,1.0
Kepler-862,1,1,3.148664534,0.039,0.039,2.21,0.0,5.52,0.0,0.0,5333.0,0.84,0.88,0.04,0.4981263923629585,0.0,0.0,2.497737556561086,1.0
Kepler-863,1,1,15.59461874,0.122,0.122,2.9,0.0,8.75,0.0,0.0,5678.0,0.95,0.96,-0.03,1.1929747615145663,0.0,0.0,3.0172413793103448,1.0
Kepler-864,1,2,4.127632165,0.0382,0.0687,2.01,0.5515432893255068,4.805,2.1849599538664317,0.0,5754.0,1.0,1.0,0.04,0.6157009880792897,0.0305,65.57377049180327,2.3905472636815923,2.0
Kepler-865,1,2,10.186597505,0.061,0.1057,1.6900000000000002,1.1313708498984762,3.6999999999999997,4.327493500861671,0.0,5570.0,0.92,0.93,-0.01,1.008029146561723,0.044700000000000004,44.74272930648769,2.189349112426035,2.0
Kepler-866,1,1,2.617032536,0.0331,0.0331,1.63,0.0,3.29,0.0,0.0,4751.0,0.71,0.75,-0.07,0.4178091219969412,0.0,0.0,2.0184049079754605,1.0
Kepler-867,1,1,150.242127,0.5375,0.5375,4.64,0.0,19.4,0.0,0.0,5541.0,0.91,0.92,-0.02,2.1767917233367333,0.0,0.0,4.181034482758621,1.0
Kepler-868,1,1,5.03251791,0.0575,0.0575,2.05,0.0,4.86,0.0,0.0,5614.0,0.89,0.93,-0.08,0.7017853291543991,0.0,0.0,2.3707317073170735,1.0
Kepler-869,1,1,40.4287755,0.2244,0.2244,3.61,0.0,12.7,0.0,0.0,5664.0,0.95,0.97,0.02,1.6066905876941382,0.0,0.0,3.5180055401662047,1.0
Kepler-87,1,2,152.984075,0.481,0.676,9.815,5.197234841721125,165.29999999999998,224.7185350610848,0.0375,5600.0,1.82,1.1,-0.17,2.1846462249379752,0.19500000000000006,10.256410256410254,16.84156902699949,2.0
Kepler-870,1,1,21.3587621,0.1539,0.1539,2.78,0.0,8.15,0.0,0.0,5857.0,1.02,1.01,-0.01,1.329576078472708,0.0,0.0,2.9316546762589932,1.0
Kepler-871,1,1,22.0459018,0.1572,0.1572,3.74,0.0,13.5,0.0,0.0,5993.0,1.14,1.11,0.09,1.3433278685854944,0.0,0.0,3.6096256684491976,1.0
Kepler-872,1,1,2.578855068,0.0362,0.0362,1.99,0.0,4.62,0.0,0.0,5902.0,1.08,1.05,0.04,0.4114269354157486,0.0,0.0,2.321608040201005,1.0
Kepler-873,1,1,20.5533844,0.1542,0.1542,3.75,0.0,13.5,0.0,0.0,6163.0,1.27,1.18,0.07,1.3128833447144854,0.0,0.0,3.6,1.0
Kepler-874,1,1,40.0686727,0.2234,0.2234,3.94,0.0,14.7,0.0,0.0,6020.0,1.13,1.09,0.03,1.6028049563929399,0.0,0.0,3.730964467005076,1.0
Kepler-875,1,1,27.5073799,0.1771,0.1771,2.9,0.0,8.75,0.0,0.0,5958.0,1.11,1.06,0.03,1.4394492254619111,0.0,0.0,3.0172413793103448,1.0
Kepler-876,1,1,5.14438011,0.0549,0.0549,1.43,0.0,2.63,0.0,0.0,5060.0,0.77,0.81,-0.03,0.7113330504248417,0.0,0.0,1.8391608391608392,1.0
Kepler-877,1,1,18.45847097,0.1301,0.1301,2.12,0.0,5.14,0.0,0.0,5261.0,0.81,0.85,-0.06,1.266195722865702,0.0,0.0,2.424528301886792,1.0
Kepler-878,1,1,25.9422033,0.165,0.165,1.93,0.0,4.38,0.0,0.0,5044.0,0.77,0.81,-0.03,1.414006858424867,0.0,0.0,2.2694300518134716,1.0
Kepler-879,1,2,17.0161549,0.2012,0.2012,1.4849999999999999,1.534421715174808,3.5832,5.015932663024893,0.0,5792.0,1.02,1.02,0.05,1.230861430344899,0.0,0.0,2.4129292929292934,2.0
Kepler-880,1,2,9.760431725,0.0915,0.1216,2.765,0.14849242404917495,8.08,0.7353910524340092,0.0,6761.0,1.74,1.46,0.03,0.9894690278755511,0.030100000000000002,66.44518272425249,2.9222423146473777,2.0
Kepler-881,1,1,4.44448017,0.0552,0.0552,1.78,0.0,3.82,0.0,0.0,5961.0,1.09,1.06,0.0,0.6478209728422262,0.0,0.0,2.1460674157303368,1.0
Kepler-882,1,1,3.989539666,0.04741,0.04741,1.23,0.0,2.04,0.0,0.0,5476.0,0.87,0.9,-0.03,0.6009227874036587,0.0,0.0,1.6585365853658538,1.0
Kepler-883,1,1,12.98495573,0.10288,0.10288,1.78,0.0,3.82,0.0,0.0,6116.0,1.09,1.06,-0.13,1.1134404733146102,0.0,0.0,2.1460674157303368,1.0
